Complaint ID,Date Received,Banking Product,Department,Issue ID,Complaint Description,State,ZIP,Bank Response
CID91748532,1/5/2023,Checking or savings account,CASA,I_3648593,name xxxx xxxx would like understand why take seven day clear check first let start explain happened xxxxxx<NUM><NUM> deposited check bank abcxxxx small business account check issued xxxx xxxx xxxx endorser check xxxx xxxx xxxx made deposit asked clerk check clear tomorrow said me hold check xxxx day getting notification bank abc check placed <NUM>day hold next morning xxxxxx<NUM><NUM> spent two hour phone trying find hold set place finally get answer question spoke xxxx xxxxxxxx check verification specialist stated xxxx xxxx found issue check wont clarify issue were contacted xxxx xxxx xxxx spoke young lady name xxxx xxxx sent copy check even try speak bank abc representative couldnt get through xxxx xxxx could easily verified check nobody bank side could even answer call plus said based computer system side see issue check yet still wait <NUM>days no dont think so believe bank abc make joining tomorrow telephone conference xxxx xxxx xxxx est tomorrow so type resolution problem looking forward hearing one representative tomorrow xxxx,New York,12309,
CID99965874,1/5/2023,Checking or savings account,CASA,I_3648593,received letter mail dated xxxx<NUM><NUM> saying claim number xxxx reconsidered paid via cashier s check amount xxxx notified via usps informed delivery check along mail scheduled received xxxx<NUM><NUM> receive notified bank abc xxxx<NUM><NUM> first many rep assured submitted request stop payment reissuance check called xxxxxxxx talked xxxx rep simply know anything check process reissuing payment social medium care team fraud online claim dispute rep manager proven poor service bank abc provides shame go length get issue resolved,Illinois,60620,Closed with monetary relief
,1/5/2023,"Credit reporting, credit repair services, or other personal consumer reports",Credit Reports,I_3798538,went bank abc open checking account xxxx xxxx requested open <NUM> checking account <NUM> different type employment instead explaining could open <NUM> checking account personnel branch groped personal information brought back checking saving account leaving performing <NUM> <NUM> test transaction account learned <NUM> checking account opened bank abc stole personal info <NUM> month later behind back reported xxxx xxxx committed fraud xxxx xxxx sided fraudulent bank branch put name xxxx xxxx suspected fraud reviewing info bank abc showing transaction <NUM><NUM><NUM> monetary loss kept approved open simple bank account several different bank fraud using <NUM><NUM><NUM><NUM> simply open <NUM> separate account problem persisted xxxx xxxx continues hold name file suspected fraud proof showing fraud identity theft institution working commit hate crime use branch power hide activity evidence fraud me,Georgia,30228,Closed with explanation
CID59448937,1/5/2023,"Money transfer, virtual currency, or money service",Remittance,I_1514870,victim scammer dating site person pretended navy officer stress come home without fund research found person bank account did found original scammer phone number xxxx address reported scammer bank asking help find way get money back bank basically laughed told lesson learned,Texas,78617,Closed with explanation
CID77596497,1/5/2023,,Credit Cards,I_4703066,speaking experience bank abc bofa s automated system sure bank allows unauthorized access another person s banking credit card balance list expenditure deposit using person social security number unauthorized user ex spouse pi criminal anyone access balance information long using automated system only speaking live person bank calling customer service prevents two feature authentication may requested employed bank abc curently avenue prevent type breach security two factor security authentication feature available used automated system social security number,California,92627,
CID70798538,,Mortgage,Mortgage,I_4921263,completed logon process bank abc account proceeded pay additional principal mortgage option available pay next mortgage payment plus maximum <NUM><NUM><NUM><NUM><NUM><NUM> additional principal bank abc applied payment xxxxxx<NUM><NUM> charged full interest paid normal due date xxxxxx<NUM><NUM> deceptive say least mortgage paid well xxxxxx<NUM><NUM> wonder many people overcharged result this would expect illegal not be audit performed bank abc forced refund interest overcharged mortgage customer fraudulent website thank consideration sincerely xxxx xxxx xxxx xxxx bank abc case xxxx,,,
CID76987272,1/5/2023,Checking or savings account,CASA,I_3648593,monthly check wrote myxxxxxxxx mom s xxxx xxxxxxxx <NUM><NUM><NUM><NUM><NUM><NUM> stolen forged endorsement cashed made official complaint bank xxxx confirmed xxxxxxxx requested them filed affidavit xxxxxxxxxxxx saying never received check endorsement xxxx sent letter xxxxxxxx saying responsibility bank cashed check xxxx said contacted bank five month since filed complaint xxxx say still awaiting hearing bank meanwhile mom <NUM><NUM><NUM><NUM><NUM><NUM> complained xxxx response responsibility bank cashed check bank abc say bofa take <NUM><NUM> <NUM>xx day reply complaint filed chase xxxxxxxx five month ago way reach bofa relationship them xxxx middle keep saying problem get bofa respond xxxx,,90272,Closed with monetary relief
CID96434496,1/5/2023,,CASA,I_3648593,bank abc xxxxxx<NUM><NUM> xxxx xxxx xxxx xxxx xxxx xxxx bank debit saving account amount xx<NUM><NUM><NUM> without consent reason spent <NUM> day calling bank customer service answer debit actually know bank making debit offering solution stolen money keep calling answer refund bank steeling money really need help this thanks lot advanced,New York,,Closed with explanation
CID78515865,,,Credit Cards,I_2292291,charged xx<NUM><NUM><NUM> freezer order delivered xxxx someone know address never to filed notice fraud bank abc concluded charge consistent transaction appealed decision going bank personally manger call credit card fraud line even though provided document showing delivery occurred address amount xxxx mile home true purchase merchandise xxxx hardly seems like reasonable explanation denying fraud claim,,21060,Closed with explanation
CID52672770,1/6/2023,Checking or savings account,CASA,,account insured per obligation signature card,Illinois,,Closed with explanation
CID68733359,1/6/2023,Vehicle loan or lease,Loans,I_1240949,auto loan bank abc making payment time using house autopayment system recently opened new business checking account xxxxxx<NUM><NUM> ran internal technical issue new account essentially booted bank auto loan causing auto payment go through seeing late fee xxxx immediately called reached executive leader informed backend issue assured fee would waived internal helped get issue resolved coming xxxx simply moved fee xxxx xxxx payment instead waiving it avoid another fee paid amount fee called discus issue multiple time <NUM> seperate occassions told would reflect next cycle next cycle still reflect refund anytime call back in speak supervisor place indefinite hold disconnect call xxxx xxxx escalation manager xxxx florida placed <NUM><NUM> min indefinite silencexxxx xxxx cst xxxx xxxx senior escalation manager xxxx florida refused send documentation company seems claiming waiving fee simply collecting back end,,76179,Closed with monetary relief
CID96079099,1/6/2023,Credit card or prepaid card,Credit Cards,I_1628269,card abruptly shut bank ameica reason notifcation blocked logging account called said shut card would tell why well want know card closed,California,90292,Closed with explanation
CID51036654,1/6/2023,"Credit reporting, credit repair services, or other personal consumer reports",Credit Reports,I_4172465,tried several time remove credit debt credit card bank abc fact breached information thru <NUM>rd party passed information collection changed information well tried opening account one closed account identity theft never accepted back,,33308,Closed with explanation
